Source,Target,Label,Weight,Edge_Type
18,37,ligacao_ocorrencia_RJ_145,2,Ocorrencia
18,39,ligacao_categoria_RJ_39,271,Categoria
18,40,ligacao_categoria_RJ_40,76,Categoria
18,41,ligacao_evento_RJ_270,7,Ocorrencia
18,42,ligacao_evento_RJ_271,7,Ocorrencia
18,43,ligacao_evento_RJ_272,7,Ocorrencia
18,44,ligacao_evento_RJ_273,651,Ocorrencia
18,45,ligacao_evento_RJ_274,7,Ocorrencia
18,46,ligacao_evento_RJ_275,651,Ocorrencia
18,47,ligacao_evento_RJ_276,651,Ocorrencia
18,48,ligacao_evento_RJ_277,63,Ocorrencia
18,49,ligacao_evento_RJ_278,7,Ocorrencia
18,50,ligacao_evento_RJ_279,7,Ocorrencia
18,51,ligacao_evento_RJ_280,7,Ocorrencia
18,52,ligacao_evento_RJ_281,7,Ocorrencia
18,53,ligacao_evento_RJ_282,651,Ocorrencia
18,54,ligacao_evento_RJ_283,651,Ocorrencia
18,55,ligacao_evento_RJ_284,7,Ocorrencia
19,27,ligacao_ocorrencia_RN_155,2,Ocorrencia
19,28,ligacao_ocorrencia_RN_156,48,Ocorrencia
19,29,ligacao_ocorrencia_RN_157,6,Ocorrencia
19,30,ligacao_ocorrencia_RN_158,6,Ocorrencia
19,31,ligacao_ocorrencia_RN_159,14,Ocorrencia
19,32,ligacao_ocorrencia_RN_160,21,Ocorrencia
19,33,ligacao_ocorrencia_RN_161,4,Ocorrencia
19,39,ligacao_categoria_RN_41,20,Categoria
19,40,ligacao_categoria_RN_42,32,Categoria
